,loan_amnt,term,int_rate,installment,annual_inc,dti,revol_bal,total_acc
5072,10000.0, 36 months,13.99,341.73,85000.0,6.38,2607.0,12.0
13431,8000.0, 36 months,6.89,246.62,75000.0,20.78,8657.0,27.0
16609,25200.0, 60 months,20.99,681.61,60000.0,19.16,13858.0,11.0
3162,28000.0, 60 months,19.48,733.76,88000.0,22.83,18899.0,45.0
3608,26400.0, 36 months,11.99,876.74,70000.0,24.55,19203.0,24.0
21471,24000.0, 36 months,7.89,750.86,116000.0,9.8,66489.0,26.0
23168,12000.0, 36 months,8.38,378.15,250000.0,5.33,13311.0,26.0
21614,9000.0, 36 months,5.32,271.04,97000.0,23.63,8633.0,50.0
15694,9000.0, 36 months,6.89,277.45,72000.0,22.43,19989.0,44.0
21833,9600.0, 36 months,9.17,306.04,73000.0,16.39,2354.0,13.0
22303,24500.0, 36 months,8.38,772.05,145000.0,12.44,22765.0,35.0
23768,28000.0, 36 months,14.48,963.52,78000.0,14.38,18602.0,27.0
23731,12000.0, 36 months,9.17,382.55,100000.0,10.18,11715.0,14.0
12448,9000.0, 36 months,5.32,271.04,60000.0,21.02,1546.0,27.0
4617,30000.0, 60 months,12.88,680.76,160000.0,13.54,25091.0,36.0
11800,16000.0, 36 months,9.76,514.48,54000.0,34.18,17693.0,23.0
6431,16200.0, 60 months,20.5,433.73,75000.0,12.69,54.0,21.0
8808,35000.0, 60 months,13.18,799.59,105000.0,24.68,39791.0,54.0
17757,2400.0, 36 months,10.64,78.17,75000.0,11.31,1957.0,25.0
8675,1000.0, 36 months,6.24,30.54,100000.0,9.97,19454.0,42.0
10414,17000.0, 60 months,13.18,388.38,37000.0,23.48,9754.0,21.0
6001,30000.0, 60 months,13.44,689.37,130000.0,19.36,18428.0,14.0
20018,6000.0, 36 months,9.17,191.28,55000.0,14.73,3173.0,23.0
11591,14000.0, 36 months,10.64,455.96,120000.0,7.01,10552.0,20.0
19626,8000.0, 36 months,11.22,262.75,84000.0,9.71,16318.0,33.0
15381,6000.0, 36 months,5.32,180.69,160000.0,16.02,12015.0,44.0
7898,7000.0, 36 months,10.64,227.98,34500.0,20.87,7805.0,28.0
18181,8000.0, 36 months,11.22,262.75,27000.0,23.82,3412.0,38.0
5183,5000.0, 36 months,10.78,163.18,39756.0,34.19,16479.0,51.0
18551,20000.0, 60 months,12.59,450.88,83500.0,12.33,13266.0,48.0
8347,10000.0, 36 months,13.67,340.18,30000.0,13.32,8409.0,18.0
13412,15000.0, 36 months,11.22,492.65,56000.0,20.29,29817.0,23.0
12195,30000.0, 36 months,13.18,1013.43,90000.0,7.0,9926.0,22.0
11100,24000.0, 36 months,5.32,722.76,400000.0,2.48,2235.0,14.0
3715,10000.0, 36 months,13.44,339.07,108000.0,28.43,54028.0,20.0
3802,17500.0, 36 months,8.49,552.36,35000.0,19.48,27161.0,18.0
8645,35000.0, 36 months,9.76,1125.42,109000.0,24.23,46151.0,29.0
16398,8000.0, 36 months,10.64,260.55,82000.0,18.79,21687.0,19.0
23026,8400.0, 36 months,9.76,270.1,120000.0,9.13,11750.0,20.0
177,5000.0, 36 months,11.99,166.05,30000.0,9.16,5426.0,15.0
2329,30000.0, 60 months,9.17,625.23,400000.0,8.54,12758.0,30.0
9042,7000.0, 36 months,6.24,213.72,58000.0,25.06,5871.0,38.0
1175,4000.0, 36 months,7.91,125.18,41027.0,24.98,8361.0,25.0
13775,8000.0, 36 months,13.18,270.25,30000.0,33.13,37571.0,15.0
12992,18000.0, 36 months,6.89,554.89,45000.0,15.76,17265.0,23.0
967,12000.0, 36 months,5.32,361.38,50000.0,7.54,11592.0,25.0
18513,30000.0, 60 months,8.38,613.77,390000.0,6.71,53730.0,27.0
1756,10000.0, 36 months,5.32,301.15,95000.0,7.33,2198.0,60.0
6297,24000.0, 36 months,6.99,740.95,125000.0,7.25,35938.0,21.0
19085,14075.0, 36 months,10.64,458.41,50000.0,19.04,9169.0,17.0
18297,2700.0, 36 months,10.64,87.94,99000.0,25.35,6993.0,34.0
14789,7200.0, 36 months,11.99,239.11,52800.0,33.0,22913.0,36.0
20646,2500.0, 36 months,8.38,78.78,55000.0,9.78,2765.0,21.0
5055,10000.0, 36 months,5.32,301.15,75000.0,22.85,8237.0,28.0
5190,30000.0, 36 months,12.88,1009.09,85000.0,35.0,51602.0,47.0
22135,8000.0, 36 months,9.17,255.04,38000.0,14.09,10219.0,7.0
5328,6000.0, 36 months,9.17,191.28,42000.0,6.97,8740.0,6.0
18710,24000.0, 60 months,14.48,564.43,154000.0,12.19,32907.0,40.0
7106,15000.0, 60 months,21.99,414.2,37000.0,21.34,10157.0,31.0
12369,14000.0, 36 months,11.22,459.81,60000.0,23.6,19876.0,34.0
20772,18000.0, 36 months,10.64,586.24,88000.0,14.56,12225.0,30.0
14678,10000.0, 36 months,11.99,332.1,65000.0,38.16,1447.0,26.0
17357,25000.0, 36 months,9.76,803.87,111000.0,23.29,21534.0,16.0
21353,10000.0, 36 months,10.64,325.69,150000.0,3.52,7914.0,19.0
16639,7450.0, 36 months,11.22,244.69,75520.0,11.46,18246.0,23.0
838,35000.0, 60 months,11.99,778.38,148000.0,13.33,43397.0,26.0
8585,30000.0, 60 months,13.67,692.93,100000.0,36.07,1327.0,35.0
6394,7000.0, 36 months,7.91,219.07,48000.0,31.47,5106.0,48.0
3794,35000.0, 36 months,9.8,1126.07,110000.0,13.41,36000.0,32.0
4023,7000.0, 36 months,11.99,232.47,51000.0,3.39,4614.0,38.0
20909,16000.0, 36 months,7.26,495.94,85000.0,2.43,10764.0,11.0
1503,24000.0, 60 months,11.99,533.75,130000.0,23.12,28532.0,31.0
11242,8000.0, 36 months,8.38,252.1,120000.0,6.64,4614.0,25.0
2670,7000.0, 36 months,8.49,220.95,46000.0,1.54,1997.0,9.0
13080,13500.0, 60 months,12.59,304.35,130000.0,14.41,31129.0,21.0
22902,35000.0, 36 months,15.41,1220.33,88000.0,5.15,14183.0,18.0
23824,10500.0, 36 months,9.17,334.73,53000.0,26.16,12420.0,14.0
15527,14400.0, 36 months,7.89,450.52,50000.0,21.71,10454.0,16.0
12774,20000.0, 36 months,7.26,619.93,85000.0,22.31,11810.0,45.0
12802,30000.0, 60 months,14.48,705.54,95000.0,24.55,18969.0,27.0
23447,17300.0, 60 months,12.59,390.01,120000.0,33.81,42010.0,67.0
14667,25000.0, 36 months,7.89,782.15,240000.0,24.82,9928.0,26.0
20243,15000.0, 36 months,10.64,488.53,120000.0,15.07,29222.0,26.0
13950,17125.0, 60 months,27.31,526.1,44388.0,30.17,3165.0,53.0
21704,3500.0, 36 months,12.59,117.24,32000.0,19.43,8049.0,10.0
14979,16000.0, 60 months,9.17,333.46,166000.0,7.32,28598.0,34.0
12983,20000.0, 36 months,9.76,643.1,48000.0,9.63,8216.0,12.0
20643,12000.0, 36 months,8.38,378.15,70000.0,15.28,9142.0,23.0
14626,24000.0, 36 months,11.22,788.24,70000.0,16.75,6567.0,20.0
22961,3000.0, 36 months,12.59,100.5,37000.0,13.58,3522.0,22.0
22189,6000.0, 36 months,14.48,206.47,35000.0,15.78,4080.0,9.0
20525,6000.0, 36 months,10.64,195.42,16800.0,9.29,3535.0,13.0
20089,23525.0, 60 months,15.41,564.74,69700.0,36.43,15069.0,26.0
9673,16000.0, 36 months,5.32,481.84,100000.0,23.62,19966.0,38.0
18085,12000.0, 36 months,12.59,401.97,77000.0,18.5,6816.0,24.0
6885,9000.0, 36 months,13.44,305.16,48000.0,16.63,4256.0,15.0
6457,8000.0, 36 months,6.24,244.25,73000.0,23.39,8728.0,18.0
12948,26500.0, 60 months,17.86,670.91,63000.0,13.33,29168.0,11.0
14616,15000.0, 36 months,13.18,506.72,128500.0,4.99,4941.0,6.0
4607,6000.0, 36 months,7.49,186.61,74000.0,18.81,16997.0,31.0
17561,11000.0, 36 months,9.76,353.71,55301.0,7.6,10949.0,4.0
1410,15000.0, 60 months,14.85,355.67,50000.0,1.61,25093.0,19.0
5503,35000.0, 60 months,26.06,1049.17,116500.0,27.31,50265.0,55.0
11707,20000.0, 36 months,7.89,625.72,90000.0,25.65,16894.0,33.0
6520,22950.0, 60 months,26.06,687.95,51000.0,12.4,29289.0,9.0
18940,25000.0, 60 months,16.55,615.29,70000.0,22.75,27797.0,47.0
16788,1250.0, 36 months,9.17,39.85,57850.0,25.52,9095.0,48.0
19209,7500.0, 36 months,9.17,239.1,16000.0,30.76,7507.0,8.0
1199,12000.0, 36 months,14.85,415.11,80000.0,31.37,41268.0,21.0
1679,12050.0, 36 months,14.85,416.84,85000.0,12.88,3154.0,47.0
9301,16650.0, 36 months,7.26,516.09,60000.0,29.4,14901.0,15.0
19373,21000.0, 60 months,18.49,538.88,53500.0,9.35,18484.0,33.0
4391,28000.0, 60 months,18.99,726.19,85000.0,13.88,24920.0,25.0
5314,6725.0, 36 months,13.99,229.82,72000.0,1.08,1160.0,8.0
7638,12800.0, 36 months,9.17,408.06,90000.0,18.71,41199.0,27.0
12064,14000.0, 36 months,7.26,433.95,46000.0,16.91,16683.0,4.0
3840,12225.0, 36 months,19.48,451.1,34000.0,31.31,17534.0,37.0
10087,8100.0, 36 months,16.99,288.75,55000.0,21.23,7666.0,31.0
3033,20000.0, 60 months,13.44,459.58,120000.0,9.6,20485.0,13.0
2965,22025.0, 36 months,18.99,807.24,145000.0,18.56,11279.0,23.0
17365,17025.0, 60 months,17.57,428.36,42596.97,20.2,5380.0,10.0
15388,21000.0, 36 months,15.41,732.2,81000.0,18.71,16259.0,21.0
21826,20000.0, 36 months,6.89,616.54,123000.0,17.4,5809.0,45.0
3061,16200.0, 60 months,10.78,350.46,60000.0,25.5,28556.0,29.0
20698,15000.0, 36 months,16.99,534.72,70000.0,26.97,12936.0,31.0
14120,11200.0, 60 months,12.59,252.49,61872.0,7.08,13147.0,9.0
18829,6000.0, 36 months,11.99,199.26,90000.0,23.95,6907.0,69.0
18786,10000.0, 36 months,5.32,301.15,126860.0,15.5,15161.0,37.0
8812,14000.0, 36 months,5.32,421.61,130000.0,11.74,22771.0,31.0
13988,5500.0, 36 months,9.76,176.86,43000.0,5.86,4166.0,33.0
8171,12000.0, 36 months,7.26,371.96,110000.0,11.84,28744.0,22.0
10562,17000.0, 36 months,5.32,511.96,150000.0,12.58,13714.0,28.0
2707,9600.0, 36 months,11.48,316.48,60000.0,13.84,6695.0,4.0
10448,6800.0, 36 months,7.89,212.75,75000.0,17.41,7085.0,37.0
23582,1500.0, 36 months,12.59,50.25,98000.0,19.43,29163.0,24.0
2713,22450.0, 36 months,11.48,740.1,56160.0,27.88,12829.0,35.0
1720,6500.0, 36 months,5.32,195.75,55250.0,1.98,3257.0,28.0
10993,9000.0, 36 months,11.99,298.89,47000.0,24.39,2677.0,9.0
17996,18000.0, 36 months,5.32,542.07,275000.0,7.51,31185.0,12.0
3537,10000.0, 36 months,7.91,312.95,105000.0,10.42,13406.0,12.0
9759,3600.0, 36 months,18.2,130.52,25000.0,24.58,3876.0,12.0
1909,3500.0, 36 months,13.44,118.68,47000.0,32.53,2159.0,28.0
14417,19025.0, 60 months,16.99,472.72,79420.0,38.85,39434.0,22.0
5509,2100.0, 36 months,13.99,71.77,50000.0,31.93,19152.0,18.0
18249,5000.0, 36 months,7.89,156.43,20000.0,8.17,3734.0,39.0
14911,28000.0, 60 months,9.76,591.62,74000.0,24.38,27953.0,20.0
18746,7200.0, 36 months,7.89,225.26,45000.0,13.44,9011.0,15.0
16764,22800.0, 60 months,13.67,526.63,60000.0,20.56,21203.0,36.0
9724,9600.0, 36 months,8.38,302.52,45508.0,38.53,20863.0,21.0
17175,9000.0, 36 months,5.32,271.04,92000.0,13.76,15142.0,38.0
16773,4800.0, 36 months,7.89,150.18,34000.0,22.87,1685.0,24.0
12862,24000.0, 60 months,14.48,564.43,112000.0,30.38,24877.0,20.0
3369,18000.0, 60 months,13.99,418.74,90500.0,29.35,44014.0,30.0
16071,13000.0, 36 months,13.18,439.15,40000.0,28.83,10900.0,19.0
1081,21500.0, 36 months,18.99,788.0,65000.0,30.26,8619.0,36.0
17760,8000.0, 36 months,7.26,247.97,42000.0,19.17,9018.0,10.0
16802,35000.0, 60 months,13.67,808.42,90000.0,15.55,47994.0,19.0
17778,18700.0, 36 months,16.55,662.53,52000.0,20.19,1631.0,11.0
15422,15000.0, 36 months,13.18,506.72,130000.0,8.34,2403.0,31.0
17204,7000.0, 36 months,6.89,215.79,205000.0,4.43,6032.0,18.0
15349,2100.0, 36 months,13.67,71.44,50000.0,10.08,6441.0,19.0
488,11000.0, 36 months,7.49,342.12,33000.0,37.56,9867.0,44.0
22227,14400.0, 36 months,7.89,450.52,46000.0,26.53,3079.0,16.0
19381,22400.0, 36 months,6.89,690.53,148000.0,13.77,38537.0,28.0
4916,15000.0, 36 months,13.44,508.6,70000.0,33.44,10520.0,50.0
6230,15000.0, 36 months,9.17,478.19,100000.0,10.69,37658.0,38.0
3918,4000.0, 36 months,12.88,134.55,40000.0,14.43,15105.0,6.0
836,20000.0, 36 months,14.85,691.84,60000.0,26.02,3961.0,18.0
9787,20000.0, 60 months,19.99,529.77,50000.0,25.92,21259.0,43.0
4034,16000.0, 36 months,5.32,481.84,51000.0,19.08,23613.0,31.0
11880,5000.0, 36 months,12.59,167.49,15500.0,35.01,5520.0,13.0
1899,18000.0, 60 months,11.48,395.69,52000.0,26.26,16827.0,23.0
17499,24000.0, 60 months,13.67,554.35,57000.0,34.74,6550.0,32.0
16708,10000.0, 36 months,7.89,312.86,45000.0,26.59,17446.0,27.0
8447,33600.0, 60 months,16.99,834.87,78000.0,15.89,30502.0,29.0
22723,30000.0, 36 months,16.55,1062.88,100000.0,17.85,22791.0,9.0
14672,10000.0, 36 months,16.55,354.3,65000.0,26.5,9134.0,36.0
10313,20000.0, 36 months,6.0,605.91,62000.0,16.28,14487.0,54.0
18221,7550.0, 36 months,16.99,269.15,35000.0,3.19,5225.0,20.0
1020,3000.0, 36 months,7.49,93.31,86000.0,1.94,6910.0,37.0
63,35000.0, 60 months,12.88,794.21,106000.0,17.36,39055.0,27.0
593,15000.0, 36 months,9.8,482.61,52500.0,4.96,10459.0,16.0
21644,16000.0, 60 months,12.59,360.7,90000.0,21.69,27670.0,28.0
23059,14000.0, 36 months,6.89,431.58,78000.0,8.68,7908.0,13.0
20165,12600.0, 60 months,17.57,317.02,46650.0,24.72,27005.0,32.0
8194,4000.0, 36 months,14.48,137.65,65000.0,28.79,4811.0,18.0
9195,5000.0, 36 months,7.89,156.43,117500.0,7.51,3842.0,32.0
12837,35000.0, 36 months,12.59,1172.39,80000.0,21.03,24564.0,16.0
1896,24000.0, 36 months,9.17,765.1,130000.0,39.05,31963.0,61.0
4775,5000.0, 36 months,8.49,157.82,36500.0,5.85,5800.0,16.0
2395,10900.0, 36 months,18.49,396.75,39000.0,36.71,5005.0,30.0
18610,6000.0, 36 months,15.41,209.2,200000.0,8.63,37936.0,46.0
22365,8000.0, 36 months,11.22,262.75,120555.0,26.0,14089.0,24.0
10510,21000.0, 60 months,17.57,528.37,70000.0,38.13,21012.0,39.0
18251,12000.0, 36 months,6.24,366.37,36186.0,18.87,20357.0,22.0
14742,35000.0, 60 months,18.2,892.59,117779.4,24.92,26827.0,17.0
3109,28000.0, 36 months,5.32,843.22,116000.0,29.45,63638.0,34.0
21230,3600.0, 36 months,13.67,122.47,30000.0,30.16,2749.0,12.0
1382,15000.0, 36 months,7.91,469.43,31000.0,20.05,14705.0,16.0
23843,32650.0, 60 months,23.99,939.09,114000.0,18.42,15398.0,16.0
9014,20250.0, 60 months,17.86,512.68,103000.0,10.82,2503.0,36.0
2239,15000.0, 36 months,12.88,504.55,66248.0,31.67,71553.0,26.0
16998,6000.0, 36 months,12.59,200.99,24550.0,26.45,2571.0,11.0
16768,1500.0, 36 months,11.99,49.82,45000.0,2.91,9916.0,12.0
20235,3600.0, 36 months,5.32,108.42,90000.0,9.2,3055.0,14.0
22749,15000.0, 36 months,9.76,482.32,81000.0,14.58,22820.0,16.0
11240,10000.0, 36 months,11.99,332.1,110000.0,9.91,5449.0,27.0
11644,8200.0, 36 months,14.48,282.18,30000.0,20.16,1618.0,11.0
7566,5000.0, 36 months,6.89,154.14,105565.0,8.58,4721.0,10.0
10632,20000.0, 36 months,11.99,664.2,67500.0,19.93,23330.0,11.0
134,3200.0, 36 months,8.49,101.01,30407.0,20.61,1061.0,13.0
6357,8800.0, 36 months,10.78,287.19,55000.0,25.57,15477.0,57.0
23694,25000.0, 60 months,14.48,587.95,60000.0,26.58,7701.0,25.0
7615,5500.0, 36 months,9.17,175.34,45000.0,2.64,3084.0,13.0
15714,15125.0, 60 months,18.49,388.12,45000.0,27.84,15751.0,11.0
13334,10000.0, 36 months,9.76,321.55,55000.0,25.38,14180.0,18.0
6284,15000.0, 60 months,17.27,374.97,42000.0,25.11,3990.0,20.0
19591,10000.0, 36 months,13.18,337.81,45000.0,35.63,7313.0,32.0
16654,16000.0, 36 months,8.38,504.2,54000.0,25.47,10342.0,36.0
3969,6600.0, 36 months,17.97,238.51,45000.0,32.56,12128.0,25.0
9991,6800.0, 36 months,13.18,229.71,20000.0,20.77,9179.0,16.0
17144,2500.0, 36 months,15.41,87.17,43000.0,32.91,15905.0,18.0
17935,16000.0, 60 months,11.99,355.84,55500.0,11.97,19398.0,30.0
12594,18900.0, 36 months,17.57,679.22,110000.0,11.68,7075.0,23.0
7775,16000.0, 36 months,9.76,514.48,45000.0,13.0,16469.0,21.0
14064,15000.0, 36 months,11.99,498.15,38000.0,22.93,3726.0,18.0
8292,9000.0, 36 months,12.59,301.48,75000.0,22.22,10019.0,24.0
6493,5000.0, 36 months,11.48,164.84,32000.0,17.03,3736.0,6.0
9769,12000.0, 36 months,5.32,361.38,170000.0,10.85,15972.0,31.0
8472,12000.0, 60 months,10.64,258.76,56000.0,31.76,24847.0,17.0
19530,25000.0, 36 months,5.32,752.87,285000.0,0.59,3040.0,17.0
7787,10000.0, 36 months,10.64,325.69,50000.0,21.36,6050.0,15.0
12055,6000.0, 36 months,13.67,204.11,84000.0,2.19,3553.0,14.0
20425,6800.0, 36 months,18.2,246.52,18936.0,17.43,9028.0,10.0
8295,20000.0, 60 months,7.89,404.48,115000.0,8.1,14046.0,23.0
1851,20000.0, 36 months,6.99,617.46,153000.0,14.06,43949.0,32.0
5496,24000.0, 36 months,7.91,751.08,200000.0,18.87,50606.0,40.0
6280,18000.0, 36 months,14.85,622.66,76000.0,25.97,18385.0,21.0
15234,25000.0, 36 months,9.17,796.98,160000.0,11.87,17816.0,34.0
7344,25000.0, 36 months,17.27,894.69,200000.0,10.95,18091.0,53.0
19628,17175.0, 60 months,18.99,445.44,78000.0,6.71,8582.0,10.0
6675,12600.0, 36 months,13.99,430.58,35000.0,28.01,24537.0,32.0
18098,1000.0, 36 months,16.99,35.65,22000.0,19.37,10094.0,19.0
21268,35000.0, 60 months,17.86,886.11,88326.0,19.86,19295.0,43.0
20332,10500.0, 60 months,11.99,233.52,43000.0,32.65,20746.0,12.0
5933,16625.0, 60 months,23.13,469.91,46200.0,21.58,12546.0,17.0
16456,15000.0, 36 months,11.22,492.65,45000.0,12.43,178.0,22.0
23571,24000.0, 60 months,18.2,612.06,60500.0,11.92,1026.0,29.0
17926,17000.0, 36 months,6.24,519.03,62400.0,5.1,13323.0,13.0
59,10000.0, 36 months,7.91,312.95,40100.0,10.81,6664.0,7.0
451,21000.0, 36 months,10.78,685.33,81000.0,17.19,14360.0,39.0
18223,12000.0, 36 months,10.64,390.83,50000.0,19.78,10481.0,35.0
5851,15000.0, 36 months,7.49,466.53,68201.0,14.99,9442.0,8.0
14544,20000.0, 36 months,12.59,669.94,60000.0,23.04,26128.0,20.0
8619,19750.0, 36 months,7.26,612.18,127000.0,18.57,18422.0,25.0
5945,9600.0, 36 months,6.49,294.19,102000.0,14.09,29854.0,33.0
19302,6000.0, 36 months,9.76,192.93,42000.0,13.0,5528.0,27.0
2672,6000.0, 36 months,9.8,193.05,60000.0,39.84,62398.0,23.0
4047,16000.0, 36 months,6.99,493.97,60000.0,26.94,19715.0,32.0
1984,9600.0, 36 months,10.78,313.3,70000.0,17.07,10653.0,30.0
13329,15000.0, 36 months,12.59,502.46,100000.0,17.64,10151.0,12.0
20290,12000.0, 60 months,15.41,288.07,40000.0,8.33,10572.0,12.0
20133,21000.0, 36 months,11.22,689.71,86000.0,17.32,15800.0,17.0
20352,4800.0, 36 months,10.64,156.33,68500.0,25.98,22927.0,21.0
12968,4000.0, 36 months,11.22,131.38,34000.0,29.65,1370.0,24.0
7103,8000.0, 36 months,15.77,280.35,32000.0,7.19,7511.0,7.0
4126,7200.0, 36 months,15.77,252.32,60000.0,29.32,17529.0,8.0
13033,19800.0, 60 months,11.22,432.68,75000.0,17.68,28364.0,12.0
16501,21000.0, 60 months,16.55,516.84,87100.0,36.62,15716.0,35.0
20277,12000.0, 36 months,9.17,382.55,80000.0,13.02,4204.0,27.0
2247,15000.0, 36 months,8.49,473.45,170000.0,17.14,17337.0,28.0
10953,16800.0, 60 months,8.38,343.71,152000.0,10.08,29428.0,13.0
546,19800.0, 36 months,11.99,657.55,45000.0,23.47,6477.0,18.0
2568,15000.0, 36 months,17.97,542.07,50000.0,26.04,6612.0,14.0
9957,17000.0, 36 months,16.55,602.3,50000.0,4.03,3889.0,15.0
6539,7575.0, 36 months,13.99,258.86,16500.0,39.27,11809.0,29.0
6819,5000.0, 36 months,9.17,159.4,32640.0,7.5,9999.0,15.0
10245,25000.0, 36 months,7.26,774.91,120000.0,15.45,26150.0,34.0
7451,16000.0, 36 months,6.89,493.23,92000.0,21.39,45771.0,39.0
17163,5000.0, 36 months,11.99,166.05,67900.0,20.68,40757.0,37.0
9779,1000.0, 36 months,9.76,32.16,47000.0,13.53,21281.0,17.0
